,AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
134,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,anterior intermediate orbital gyrus,intermediate orbital gyrus,UBERON:0002644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,posterior intermediate orbital gyrus,intermediate orbital gyrus,UBERON:0002644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,lateral orbital gyrus,lateral orbital gyrus,UBERON:0002564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,"paracentral lobule, rostral part",anterior segment of paracentral lobule,UBERON:0035932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,paracingulate gyrus,paracingulate gyrus,UBERON:0022398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,frontal operculum,frontal operculum,UBERON:0002947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,orbital operculum,orbital operculum,UBERON:0002593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,rostral gyrus,rostral gyrus,UBERON:0019280,superior rostral gyrus,superior rostral gyrus,UBERON:0019279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,rostral gyrus,rostral gyrus,UBERON:0019280,inferior rostral gyrus,inferior rostral gyrus,UBERON:0019278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,lateral olfactory gyrus,piriform cortex,UBERON:0004725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,frontomarginal gyrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,frontal pole,frontal pole,UBERON:0002795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,postcentral gyrus,postcentral gyrus,UBERON:0002581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,supraparietal lobule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,inferior parietal lobule,,,supramarginal gyrus,supramarginal gyrus,UBERON:0002688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,inferior parietal lobule,,,angular gyrus,angular gyrus,UBERON:0002686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,precuneus,precuneus cortex,UBERON:0006093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,"paracentral lobule, caudal part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,parietal lobe,parietal lobe,UBERON:0001872,parietal operculum,parietal operculum,UBERON:0002911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,superior temporal gyrus,superior temporal gyrus,UBERON:0002769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,middle temporal gyrus,middle temporal gyrus,UBERON:0002771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,inferior temporal gyrus,inferior temporal gyrus,UBERON:0002751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,"occipitotemporal (fusiform) gyrus, temporal part",occipital fusiform gyrus,UBERON:0022364,perirhinal gyrus ( rostral part of FuGt),perirhinal cortex,UBERON:0006083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,transverse temporal gyrus (Heschl's gyrus),,,rostral (anterior) transverse temporal gyrus,anterior transverse temporal gyrus,UBERON:0002773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,transverse temporal gyrus (Heschl's gyrus),,,caudal (posterior) transverse temporal gyrus,posterior transverse temporal gyrus,UBERON:0002774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,planum temporale,planum temporale,UBERON:0022268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,temporal pole,temporal pole,UBERON:0002576,perirhinal lobule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,temporal lobe,temporal lobe,UBERON:0001871,planum polare,planum polare,UBERON:0023861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,occipital pole,occipital pole,UBERON:0002902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,occipitoparietal transition region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,occipitotemporal transition region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,cuneus,cuneus cortex,UBERON:0006092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,lingual gyrus,lingual gyrus,UBERON:0002943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,"occipitotemporal (fusiform) gyrus, occipital part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,inferior occipital gyrus,inferior occipital gyrus,UBERON:0014608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,occipital lobe,occipital lobe,UBERON:0002021,superior occipital gyrus,superior occipital gyrus,UBERON:0002948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,insular lobe,insula,UBERON:0002022,long insular gyri,insular cortex,UBERON:0034891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,insular lobe,insula,UBERON:0002022,short insular gyri,insular cortex,UBERON:0034891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,cingulate gyrus,cingulate gyrus,UBERON:0002967,"cingulate gyrus, rostral (anterior) part",anterior cingulate gyrus,UBERON:0002756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,cingulate gyrus,cingulate gyrus,UBERON:0002967,"cingulate gyrus, caudal (posterior) part",posterior cingulate gyrus,UBERON:0002740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,cingulate gyrus,cingulate gyrus,UBERON:0002967,"cingulate gyrus, retrospleninal part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,cingulo-parahippocampal isthmus,isthmus of cingulate gyrus,UBERON:0002738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,subcallosal gyrus (parolfactory gyrus),subcallosal area,UBERON:0003020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,paraterminal gyrus,paraterminal gyrus,UBERON:0002603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,parahippocampal gyrus,parahippocampal gyrus,UBERON:0002973,anterior parahippocampal gyrus,anterior parahippocampal gyrus,UBERON:0022383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,parahippocampal gyrus,parahippocampal gyrus,UBERON:0002973,posterior parahippocampal gyrus,posterior parahippocampal gyrus,UBERON:0002657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,parahippocampal gyrus,parahippocampal gyrus,UBERON:0002973,uncus of parahippocampal gyrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,hippocampal gyrus (formation),,,head of hippocampus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,hippocampal gyrus (formation),,,body of hippocampus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,hippocampal gyrus (formation),,,subicular complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,prepiriform region,prepyriform area,UBERON:0002590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,limbic lobe,limbic lobe,UBERON:0002600,Olfactory bulb,olfactory bulb,UBERON:0002264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,anterior amygdalar area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,anterior cortical nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,posterior cortical nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,medial nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,lateral nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,basolateral nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,basomedial nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,central nuclear group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,amygdalohippocampal area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,amygdaloid complex,,,bed nucleus of stria terminalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal nuclei (basal ganglia),collection of basal ganglia,UBERON:0010011,caudate nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal nuclei (basal ganglia),collection of basal ganglia,UBERON:0010011,putamen,putamen,UBERON:0001874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal nuclei (basal ganglia),collection of basal ganglia,UBERON:0010011,mucleus accumbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal nuclei (basal ganglia),collection of basal ganglia,UBERON:0010011,"globus pallidus, internal",medial globus pallidus,UBERON:0002477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal nuclei (basal ganglia),collection of basal ganglia,UBERON:0010011,"globus pallidus, external",lateral globus pallidus,UBERON:0002476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,claustrum,claustrum of brain,UBERON:0002023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal forebrain,basal forebrain,UBERON:0002743,septal nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,basal forebrain,basal forebrain,UBERON:0002743,substantia Innominata,substantia innominata,UBERON:0003017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,anterior nuclear complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,mediodorsal nucleus of thalamus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,reunions nucleus of thalamus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,thalamus,,,dorsal thalamus,dorsal thalamus,UBERON:0004703,lateral posterior nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
