,AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,All Gene Biomarkers,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
34,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-6 VIP ZIM2-AS1,,,Being added to Brain Standards Ontology,,,,,,,"CXCL14, PENK",CXCL14,,,PENK,,,,,,,,,,,,,,,,,,,,,,,
35,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-5 VIP PHLDB3,,,Being added to Brain Standards Ontology,,,,,,,"EGF, THSD7B",EGF,,,THSD7B,,,,,,,,,,,,,,,,,,,,,,,
36,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-5 VIP LINC01013,,,Being added to Brain Standards Ontology,,,,,,,"DACH2, SRGAP1, THSD7B",DACH2,,,SRGAP1,,,THSD7B,,,,,,,,,,,,,,,,,,,,
37,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-6 VIP UG0898H09,,,Being added to Brain Standards Ontology,,,,,,,"GALNT10, LINC01411, LOC105373454",GALNT10,,,LINC01411,,,LOC105373454,,,,,,,,,,,,,,,,,,,,
38,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 VIP TAC3,,,Being added to Brain Standards Ontology,,,,,,,"COL19A1, SOX2_OT, TSHZ2",COL19A1,,,SOX2_OT,,,TSHZ2,,,,,,,,,,,,,,,,,,,,
39,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-6 SST NPY (Sset Chodl),,,Being added to Brain Standards Ontology,,,,,,,NPY,NPY,,,,,,,,,,,,,,,,,,,,,,,,,,
40,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 SST CDH3,,,Being added to Brain Standards Ontology,,,,,,,"FREM1, NPNT, QRFPR",FREM1,,,NPNT,,,QRFPR,,,,,,,,,,,,,,,,,,,,
41,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5 SST RPL35AP11,,,Being added to Brain Standards Ontology,,,,,,,"EDNRA, FREM1, TRHDE",EDNRA,,,FREM1,,,TRHDE,,,,,,,,,,,,,,,,,,,,
42,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST ISX,,,Being added to Brain Standards Ontology,,,,,,,"COL19A1, TRPM3",COL19A1,,,TRPM3,,,,,,,,,,,,,,,,,,,,,,,
43,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB SST CRHR2,,,Being added to Brain Standards Ontology,,,,,,,"HPGD, RGS5, SPON1",HPGD,,,RGS5,,,SPON1,,,,,,,,,,,,,,,,,,,,
44,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 SST OR5AH1P,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTS5, FBXL7, SST",ADAMTS5,,,FBXL7,,,SST,,,,,,,,,,,,,,,,,,,,
45,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 SST GGTLC3,,,Being added to Brain Standards Ontology,,,,,,,"EYS, RELN",EYS,,,RELN,,,,,,,,,,,,,,,,,,,,,,,
46,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-3 SST NMU,,,Being added to Brain Standards Ontology,,,,,,,"HPSE2, NOS1, PIEZO2",HPSE2,,,NOS1,,,PIEZO2,,,,,,,,,,,,,,,,,,,,
47,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST PAWR,,,Being added to Brain Standards Ontology,,,,,,,"EPB41L4A, NDST4, TRHDE",EPB41L4A,,,NDST4,,,TRHDE,,,,,,,,,,,,,,,,,,,,
48,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST PIK3CD,,,Being added to Brain Standards Ontology,,,,,,,"KLHL14, LOC100996671",KLHL14,,,LOC100996671,,,,,,,,,,,,,,,,,,,,,,,
49,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 SST CCNJL,,,Being added to Brain Standards Ontology,,,,,,,"CALB1, SPHKAP, TMEM132C",CALB1,,,SPHKAP,,,TMEM132C,,,,,,,,,,,,,,,,,,,,
50,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-3 SST FAM20A,,,Being added to Brain Standards Ontology,,,,,,,"PCSK5, TAC1",PCSK5,,,TAC1,,,,,,,,,,,,,,,,,,,,,,,
51,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 SST PRRT4,,,Being added to Brain Standards Ontology,,,,,,,"LOC101927843, LOC101929028",LOC101927843,,,LOC101929028,,,,,,,,,,,,,,,,,,,,,,,
52,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST BEAN1,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTSL1, SEMA5A, THSD7B, TRHDE",ADAMTSL1,,,SEMA5A,,,THSD7B,,,TRHDE,,,,,,,,,,,,,,,,,
53,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST DNAJC14,,,Being added to Brain Standards Ontology,,,,,,,"HGF, ITGA1, STON2",HGF,,,ITGA1,,,STON2,,,,,,,,,,,,,,,,,,,,
54,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST C4orf26,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTS20, PENK, SPON1",ADAMTS20,,,PENK,,,SPON1,,,,,,,,,,,,,,,,,,,,
55,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST FBN2,,,Being added to Brain Standards Ontology,,,,,,,"HCRTR2, KLHL1",HCRTR2,,,KLHL1,,,,,,,,,,,,,,,,,,,,,,,
56,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 SST KLHL1,,,Being added to Brain Standards Ontology,,,,,,,"KLHL14, NDST4, SLC17A8",KLHL14,,,NDST4,,,SLC17A8,,,,,,,,,,,,,,,,,,,,
57,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L6 SST TH,,,Being added to Brain Standards Ontology,,,,,,,"LOC100128108, TH",LOC100128108,,,TH,,,,,,,,,,,,,,,,,,,,,,,
58,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB KCNIP2,,,Being added to Brain Standards Ontology,,,,,,,"GPC5, NPFFR2, VAV3",GPC5,,,NPFFR2,,,VAV3,,,,,,,,,,,,,,,,,,,,
59,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB ZFPM2-AS1,,,Being added to Brain Standards Ontology,,,,,,,"PCDH15, SEMA6D, ZFPM2_AS1",PCDH15,,,SEMA6D,,,ZFPM2_AS1,,,,,,,,,,,,,,,,,,,,
60,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3-5 PVALB ISG20,,,Being added to Brain Standards Ontology,,,,,,,"LOC101926942, LOC105377862, SV2C",LOC101926942,,,LOC105377862,,,SV2C,,,,,,,,,,,,,,,,,,,,
61,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5 PVALB LRIG3,,,Being added to Brain Standards Ontology,,,,,,,"CDH6, GPC5, PLCE1",CDH6,,,GPC5,,,PLCE1,,,,,,,,,,,,,,,,,,,,
62,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-5 PVALB HHIPL1,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTS17, ADAMTS20, MDFIC",ADAMTS17,,,ADAMTS20,,,MDFIC,,,,,,,,,,,,,,,,,,,,
63,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2-5 PVALB RPH3AL,,,Being added to Brain Standards Ontology,,,,,,,"ARHGAP42, MYO5B, POSTN, WIF1",ARHGAP42,,,MYO5B,,,POSTN,,,WIF1,,,,,,,,,,,,,,,,,
64,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L3 PVALB SAMD13,,,Being added to Brain Standards Ontology,,,,,,,"LOC101928964, SULF1",LOC101928964,,,SULF1,,,,,,,,,,,,,,,,,,,,,,,
65,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 PVALB CDK20,,,Being added to Brain Standards Ontology,,,,,,,"ADAMTS12, SYT10, TMEM132C",ADAMTS12,,,SYT10,,,TMEM132C,,,,,,,,,,,,,,,,,,,,
66,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L2 PVALB FRZB,,,Being added to Brain Standards Ontology,,,,,,,"CBLN4, RGS5, SLC9A9",CBLN4,,,RGS5,,,SLC9A9,,,,,,,,,,,,,,,,,,,,
67,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-2 SST CLIC6,,,Being added to Brain Standards Ontology,,,,,,,"ARHGAP42, NEDD4, TAC1",ARHGAP42,,,NEDD4,,,TAC1,,,,,,,,,,,,,,,,,,,,
68,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB GAPDHP60,,,Being added to Brain Standards Ontology,,,,,,,"GPC5, MYBPC1, SEMA3C",GPC5,,,MYBPC1,,,SEMA3C,,,,,,,,,,,,,,,,,,,,
69,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB FAM150B,,,Being added to Brain Standards Ontology,,,,,,,"FAM150B, MYBPC1, TNC",FAM150B,,,MYBPC1,,,TNC,,,,,,,,,,,,,,,,,,,,
70,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L5-6 PVALB MEPE,,,Being added to Brain Standards Ontology,,,,,,,"MEPE, MYBPC1, SVIL",MEPE,,,MYBPC1,,,SVIL,,,,,,,,,,,,,,,,,,,,
71,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Inh L1-6 PVALB COL15A1 (Chandelier),,,Being added to Brain Standards Ontology,,,,,,,"COL15A1, NPNT",COL15A1,,,NPNT,,,,,,,,,,,,,,,,,,,,,,,
72,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2 LAMP5 KCNG3,,,Being added to Brain Standards Ontology,,,,,,,"FAM163A, LOC101927668, SAMD3",FAM163A,,,LOC101927668,,,SAMD3,,,,,,,,,,,,,,,,,,,,
73,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2 LINC00507 ATP7B,,,Being added to Brain Standards Ontology,,,,,,,"ACVR1C, LOC105377209",ACVR1C,,,LOC105377209,,,,,,,,,,,,,,,,,,,,,,,
74,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2 LINC00507 GLRA3,,,Being added to Brain Standards Ontology,,,,,,,"LINC01378, LOC101928278, SERPINE2",LINC01378,,,LOC101928278,,,SERPINE2,,,,,,,,,,,,,,,,,,,,
75,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 RORB RTKN2,,,Being added to Brain Standards Ontology,,,,,,,"LOC101927745, LOC105376987, PLCH1, RMST",LOC101927745,,,LOC105376987,,,PLCH1,,,RMST,,,,,,,,,,,,,,,,,
76,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 LINC00507 DSG3,,,Being added to Brain Standards Ontology,,,,,,,"BDNF, BMPR1B, LOC105379003",BDNF,,,BMPR1B,,,LOC105379003,,,,,,,,,,,,,,,,,,,,
77,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3 LAMP5 CARM1P1,,,Being added to Brain Standards Ontology,,,,,,,"EPB41L4A, SV2C, SYT2",EPB41L4A,,,SV2C,,,SYT2,,,,,,,,,,,,,,,,,,,,
78,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 RORB CCDC68,,,Being added to Brain Standards Ontology,,,,,,,"COBLL1, COL5A2, PRSS12",COBLL1,,,COL5A2,,,PRSS12,,,,,,,,,,,,,,,,,,,,
79,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L2-3 RORB PTPN3,,,Being added to Brain Standards Ontology,,,,,,,"COL5A2, LOC105370610, LOC105378334, RORB",COL5A2,,,LOC105370610,,,LOC105378334,,,RORB,,,,,,,,,,,,,,,,,
80,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3 THEMIS ENPEP,,,Being added to Brain Standards Ontology,,,,,,,"FAP, LAMA2, LOC101928964, LOC105376081",FAP,,,LAMA2,,,LOC101928964,,,LOC105376081,,,,,,,,,,,,,,,,,
81,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB TNNT2,,,Being added to Brain Standards Ontology,,,,,,,"FSHR, LOC100507562, LOC105376081",FSHR,,,LOC100507562,,,LOC105376081,,,,,,,,,,,,,,,,,,,,
82,brain,brain,UBERON:0000955,forebrain (prosencephalon),forebrain,UBERON:0001890,gray matter of forebrain,gray matter of forebrain,UBERON:0019264,cerebral cortex,cerebral cortex,UBERON:0000956,frontal lobe,frontal lobe,UBERON:0016525,precentral gyrus,precentral gyrus,UBERON:0002703,Primary motor cortex,Primary motor cortex,UBERON:0001384,Exc L3-5 RORB LAMA4,,,Being added to Brain Standards Ontology,,,,,,,"KCNH8, LOC100128497, LOC101927281, LOC105376081, TRP",KCNH8,,,LOC100128497,,,LOC101927281,,,LOC105376081,,,TRP,,,,,,,,,,,,,,
